cow_id,ground_truth_weight_kg,ground_truth_heart_girth_cm,upper_valley_ratio_from_rear,lower_valley_ratio_from_rear,upper_lower_valley_distance_m,midpoint_station_axis_from_centroid_m,method1_upper_half_arc_ridge_m,method1_lower_half_arc_ridge_m,method1_separate_valley_half_arcs_ridge_m,method1_separate_valley_half_arcs_pca_m,method1_ridge_minus_pca_m,method2_midpoint_full_arc_m,method2_midpoint_full_arc_split_at_ridge_m,method2_midpoint_full_arc_split_at_pca_m,method1_minus_method2_m,method1_vs_method2_absolute_difference_m,method1_vs_method2_absolute_difference_percent,ridge_reference_median_height_deficit_m,pca_reference_median_height_deficit_m,method1_valid_upper_profile_count,method1_valid_lower_profile_count,method2_valid_profile_count,method1_window_definition,method2_window_definition,surface_scope,method_version,status
112,399.0,176.0,0.5432592441342627,0.5326071020924144,0.020000136008413993,0.1879103123797932,0.3248472180808524,0.2836409893175273,0.6084882073983797,0.6114914785650116,-0.0030032711666319045,0.6110150648294607,0.6110150648294607,0.6110150648294606,-0.002526857431080942,0.002526857431080942,0.4144076508240559,0.00019268989563014927,0.0003468155860900657,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
114,605.0,202.0,0.5760713736129446,0.5060813936412784,0.12999998472471186,0.20084277273022283,0.25150841705905436,0.330106042137652,0.5816144591967063,0.5773655553574861,0.004248903839220164,0.6488412930686939,0.6488412930686938,0.6488412930686938,-0.06722683387198758,0.06722683387198758,10.927143661723033,0.0004266531689306463,0.003392159938812256,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
117,399.0,175.0,0.540098805931,0.5718693239269412,0.060000003929866264,0.21770192244024733,0.2626583502673108,0.33267573448483045,0.5953340847521413,0.5893992562941814,0.005934828457959895,0.5980432121543866,0.5980432121543866,0.5980432121543866,-0.0027091274022452705,0.0027091274022452705,0.4540269719003151,0.00023931916311292767,0.0006341457366942915,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
119,495.0,193.0,0.5307129140784617,0.5719333345894102,0.07999988760541754,0.19933110604082996,0.3049624476766461,0.3013856280262165,0.6063480757028625,0.5978345920383701,0.00851348366449245,0.6210650635323792,0.6210650635323791,0.6210650635323791,-0.014716987829516692,0.014716987829516692,2.398049582341335,8.834378537958543e-05,0.00032063722610475853,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
120,493.0,188.0,0.5810806336493393,0.5756499735217753,0.010000181774899475,0.27057011194611796,0.2923763088182999,0.3186827404745087,0.6110590492928085,0.6101455045131629,0.0009135447796456697,0.616622983344078,0.6166229833440782,0.6166229833440782,-0.005563934051269426,0.005563934051269426,0.9064128827101732,0.0003833293914796698,0.0007584929466248891,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
122,486.0,189.0,0.5326104171839242,0.5747973809212648,0.07999995474032714,0.17248939169864985,0.32581416432472177,0.2781518897826613,0.603966054107383,0.599682708001037,0.004283346106346064,0.6428619868902167,0.6428619868902166,0.6428619868902167,-0.03889593278283365,0.03889593278283365,6.239181587817455,0.0010186596764453215,0.0012336790561675581,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
123,545.0,192.0,0.6060043570940683,0.580106734996031,0.050000054171229324,0.26595636893420016,0.2660150582051326,0.3151456997534361,0.5811607579585687,0.5797221397472279,0.0014386182113408363,0.6096081125449173,0.6096081125449172,0.6096081125449173,-0.028447354586348617,0.028447354586348617,4.777980898059652,0.00047129116055499853,0.003858554363250888,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
124,484.0,184.0,0.5076378239204864,0.5801575130519844,0.13999991518361102,0.2099430897450798,0.3189836009764086,0.29445657507594625,0.6134401760523549,0.5984446861827222,0.014995489869632728,0.645375161349227,0.645375161349227,0.6453751613492269,-0.03193498529687211,0.03193498529687211,5.07381572944473,0.0002093932617598382,0.0019992649555207187,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
125,411.0,194.0,0.5196803347744677,0.5984197794372659,0.14999994164703773,0.19506991500385748,0.30311996475886566,0.2678475161202133,0.570967480879079,0.5591856513723392,0.011781829506739783,0.6356314017729762,0.6356314017729763,0.6356314017729763,-0.06466392089389716,0.06466392089389716,10.71837904437115,0.00067862868309021,0.0005142927169800027,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
126,512.0,190.0,0.565960488637969,0.565960488637969,9.032799036523542e-09,0.20443890977198237,0.20410759762002015,0.3932623510318032,0.5973699486518234,0.5973258924701192,4.405618170411074e-05,0.5978576412143961,0.5978576412143961,0.5978576412143961,-0.0004876925625727502,0.0004876925625727502,0.08160664407476355,0.000571131706237793,0.0026747584342958763,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
127,551.0,197.0,0.5800673028102743,0.489598090445369,0.17000004069752753,0.128854240741833,0.2408683589126509,0.3494497990602388,0.5903181579728898,0.5595537460940734,0.0307644118788164,0.6927352463098415,0.6927352463098416,0.6927352463098415,-0.10241708833695173,0.10241708833695173,15.9645869758954,0.0004945718686664158,0.001901018619537287,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
128,479.0,190.0,0.5294715746454828,0.5709987569706187,0.08000015419792467,0.18154017844125597,0.3027451551273558,0.35762433813699424,0.66036949326435,0.6517503795971434,0.00861911366720658,0.6733321619232054,0.6733321619232053,0.6733321619232053,-0.012962668658855425,0.012962668658855425,1.9438633233206142,0.00030775727011256304,0.007825797796249478,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
129,514.0,191.0,0.51445507251459,0.5948386775949949,0.14999991752119798,0.18389662696412323,0.30051581821030837,0.29647089027020973,0.596986708480518,0.5697747663960806,0.027211942084437446,0.6749999719894023,0.6749999719894023,0.6749999719894022,-0.07801326350888427,0.07801326350888427,12.266364845905962,0.0014991235030983319,0.005198055505752586,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
130,548.0,202.0,0.5946852009902466,0.5067752147569057,0.1699998382400967,0.22078386184550192,0.2541505436054617,0.37024565833712536,0.624396201942587,0.6015901533368896,0.02280604860569746,0.679108107424676,0.6791081074246759,0.6791081074246759,-0.05471190548208893,0.05471190548208893,8.394587588075831,0.00010229037617548453,0.001395863294601396,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
132,418.0,179.0,0.6045329973762046,0.5727154711985096,0.05999998295001091,0.3000060984600964,0.21762944039087923,0.33206315166758776,0.549692592058467,0.5466200952676836,0.0030724967907833634,0.5880435658673844,0.5880435658673845,0.5880435658673844,-0.03835097380891739,0.03835097380891739,6.741628723276773,0.0001511048222827549,0.004978495836257979,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
133,531.0,198.0,0.5634810205927347,0.511785514116337,0.09999998704705473,0.17754083175572533,0.267810922119996,0.354094636532162,0.621905558652158,0.6269333066885541,-0.005027748036396051,0.6802924230795875,0.6802924230795875,0.6802924230795875,-0.058386864427429463,0.058386864427429463,8.967432793864862,0.0003958106040954368,0.004059332609176791,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
134,512.0,188.0,0.5269798741575139,0.5942539006457073,0.12000007893502732,0.25236524877777095,0.30793430161701657,0.2584305580705211,0.5663648596875377,0.5676221805474746,-0.0012573208599369057,0.6125563170532964,0.6125563170532964,0.6125563170532963,-0.04619145736575869,0.04619145736575869,7.836224893924881,0.0010583043098448819,0.0018856644630432795,5,5,11,five 1cm-spaced profiles centered on each side valley; median per side then sum,eleven 1cm-spaced full profiles centered on mean valley station; median full arc,Topview-visible dorsal surface only,dual_valley_topview_dorsal_arc_v1.0,ok
