cow_id,ground_truth_weight_kg,ground_truth_heart_girth_cm,upper_boundary_rule,lower_boundary_rule,upper_boundary_ratio_from_rear,lower_boundary_ratio_from_rear,boundary_mean_ratio_from_rear,boundary_side_ratio_difference,upper_boundary_x_m,upper_boundary_y_m,lower_boundary_x_m,lower_boundary_y_m,connector_length_m,rear_halfplane_sign,rear_side_core_point_count,projection_grid_cell_size_m,projection_grid_cell_count,valley_connected_rear_torso_projected_area_m2,existing_pca_45_48_core_area_m2,source_top_ply,area_definition,method_version,status
137,511.0,197.0,rule1_first_u_shaped_valley,rule1_first_u_shaped_valley,0.5288453966833939,0.5997215838677663,0.5642834902755801,-0.07087618718437239,0.5919604750108324,0.25418095679316277,0.6709560631371773,-0.18430671174590355,0.44554656143241994,-0.4454505032051736,19982,0.01,5631,0.5631,0.7404,point_clouds/cow_137_top_cattle.ply,projected point-cloud cells on rear side of upper-lower valley connector,upper_lower_valley_connector_rear_halfplane_area_v1.0,ok
138,495.0,182.0,rule3_post_peak_valley,rule1_first_u_shaped_valley,0.4832177557505553,0.5882650939571978,0.5357414248538765,-0.10504733820664253,0.1915271708003094,0.2852794965397719,0.3193986562967378,-0.2251210694296643,0.5261747376537418,-0.5037722599579869,23176,0.01,6145,0.6145,0.7963,point_clouds/cow_138_top_cattle.ply,projected point-cloud cells on rear side of upper-lower valley connector,upper_lower_valley_connector_rear_halfplane_area_v1.0,ok
139,519.0,199.0,rule1_first_u_shaped_valley,rule1_first_u_shaped_valley,0.643996394967609,0.560720999066625,0.602358697017117,0.08327539590098398,0.7008610792219211,0.13895703422157285,0.5121978141123494,-0.2904491823862595,0.46902401480442035,-0.4827441771161194,21558,0.01,5906,0.5906,0.7866,point_clouds/cow_139_top_cattle.ply,projected point-cloud cells on rear side of upper-lower valley connector,upper_lower_valley_connector_rear_halfplane_area_v1.0,ok
140,549.0,196.0,rule1_first_u_shaped_valley,rule1_first_u_shaped_valley,0.5743849687854371,0.5441541809546246,0.5592695748700309,0.030230787830812456,0.27630598995892425,0.4383349128255196,0.1925390906814603,-0.010967524459180839,0.457044389052675,-0.5027982760169453,23042,0.01,6440,0.644,0.8118,point_clouds/cow_140_top_cattle.ply,projected point-cloud cells on rear side of upper-lower valley connector,upper_lower_valley_connector_rear_halfplane_area_v1.0,ok
141,488.0,187.0,rule1_first_u_shaped_valley,rule1_first_u_shaped_valley,0.5586487759673753,0.5534277593695492,0.5560382676684623,0.005221016597826034,0.572547476169629,0.004131256002615907,0.5502703545967711,-0.4343644349715682,0.4390612043308985,-0.46758188181138344,21786,0.01,5880,0.5880000000000001,0.7275,point_clouds/cow_141_top_cattle.ply,projected point-cloud cells on rear side of upper-lower valley connector,upper_lower_valley_connector_rear_halfplane_area_v1.0,ok
142,526.0,195.0,rule1_first_u_shaped_valley,rule1_first_u_shaped_valley,0.5928576524681052,0.6154427058954616,0.6041501791817834,-0.022585053427356394,0.6775918521236034,0.2862570920086849,0.6992755890574911,-0.16493424365714335,0.45171208288835063,-0.4815508000498055,21046,0.01,5977,0.5977,0.761,point_clouds/cow_142_top_cattle.ply,projected point-cloud cells on rear side of upper-lower valley connector,upper_lower_valley_connector_rear_halfplane_area_v1.0,ok
144,543.0,195.0,rule1_first_u_shaped_valley,rule1_first_u_shaped_valley,0.5087892857340254,0.5710900145994162,0.5399396501667209,-0.06230072886539084,0.20916416392599044,0.15078903574837793,0.29959899512995314,-0.30145919265862653,0.4612016031977375,-0.46395159026283456,21972,0.01,5825,0.5825,0.813,point_clouds/cow_144_top_cattle.ply,projected point-cloud cells on rear side of upper-lower valley connector,upper_lower_valley_connector_rear_halfplane_area_v1.0,ok
149,520.0,195.0,rule1_first_u_shaped_valley,rule1_first_u_shaped_valley,0.618301615443863,0.5445592209413839,0.5814304181926234,0.0737423945024791,0.6827632766023528,0.29916630131971467,0.5707238749644911,-0.14099983960652254,0.4542015622356072,-0.448546454237133,21765,0.01,5773,0.5773,0.7789,point_clouds/cow_149_top_cattle.ply,projected point-cloud cells on rear side of upper-lower valley connector,upper_lower_valley_connector_rear_halfplane_area_v1.0,ok
151,532.0,195.0,rule1_first_u_shaped_valley,rule1_first_u_shaped_valley,0.5210608916718483,0.5631668223119978,0.542113856991923,-0.04210593064014945,0.4968882706115746,0.18827545966563705,0.5772978000390763,-0.2371060545944189,0.4329146857025417,-0.43959265957358085,20595,0.01,5490,0.549,0.793,point_clouds/cow_151_top_cattle.ply,projected point-cloud cells on rear side of upper-lower valley connector,upper_lower_valley_connector_rear_halfplane_area_v1.0,ok
154,535.0,197.0,rule1_first_u_shaped_valley,rule1_first_u_shaped_valley,0.5725207752584458,0.515784482214816,0.544152628736631,0.056736293043629815,0.5016512267553078,0.20639976682458971,0.3572418034594903,-0.23462662184813393,0.46406719022393184,-0.4766937400146074,21577,0.01,5833,0.5833,0.7991,point_clouds/cow_154_top_cattle.ply,projected point-cloud cells on rear side of upper-lower valley connector,upper_lower_valley_connector_rear_halfplane_area_v1.0,ok
