cow_id,ground_truth_weight_kg,ground_truth_heart_girth_cm,upper_valley_ratio_from_rear,lower_valley_ratio_from_rear,virtual_chest_ratio_from_rear,topview_dorsal_arc_m,rightview_lower_side_arc_m,leftview_lower_side_arc_m,three_view_simulated_girth_m,rightview_full_visible_half_arc_m,leftview_full_visible_half_arc_m,right_plus_left_full_visible_arc_m,rightview_chest_station_u_m,leftview_chest_station_u_m,rightview_valid_profile_count,leftview_valid_profile_count,rightview_median_profile_coverage,leftview_median_profile_coverage,rightview_ground_fit_inlier_fraction,leftview_ground_fit_inlier_fraction,rightview_source_ply,leftview_source_ply,simulated_girth_formula,side_body_correction,method_version,status
126,512.0,190.0,0.565960488637969,0.565960488637969,0.565960488637969,0.5978576412143961,0.3373517465367507,0.3245756257140583,1.259785013465205,0.6545089601468272,0.6954345946488133,1.3499435547956407,-0.4902156534851644,0.12830980104246947,11,11,1.0,1.0,0.8717333333333334,0.9884666666666667,dataset/126/right-15.25.26.573.ply,dataset/126/left-15.25.26.525.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
127,551.0,197.0,0.5800673028102743,0.489598090445369,0.5348326966278216,0.6927352463098415,0.25489973283510614,0.3080702284100137,1.2557052075549613,0.5386959146204333,0.6652703465683103,1.2039662611887436,-0.34650383880081237,0.09822119217944925,11,11,1.0,1.0,0.9463333333333334,0.97,dataset/127/right-15.31.00.665.ply,dataset/127/left-15.31.00.672.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
128,479.0,190.0,0.5294715746454828,0.5709987569706187,0.5502351658080508,0.6733321619232054,0.373475133148811,0.36160352448131977,1.4084108195533362,0.7837194694950647,0.739096926601762,1.5228163960968266,-0.36779824109055426,0.16327340102920718,11,11,0.9861111111111112,1.0,0.8957333333333334,0.9858666666666667,dataset/128/right-15.34.24.731.ply,dataset/128/left-15.34.24.744.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
129,514.0,191.0,0.51445507251459,0.5948386775949949,0.5546468750547924,0.6749999719894023,0.33525489567157785,0.3978697771756155,1.4081246448365956,0.6702947195012416,0.763576268499634,1.4338709880008755,-0.34158488668532805,0.10621140002913254,11,11,0.984375,1.0,0.9487333333333333,0.9721333333333333,dataset/129/right-15.41.02.257.ply,dataset/129/left-15.41.02.288.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
130,548.0,202.0,0.5946852009902466,0.5067752147569057,0.5507302078735761,0.679108107424676,0.5351658885650968,0.32413354474860206,1.5384075407383748,0.9535934736946762,0.6868723178659809,1.640465791560657,-0.1444075500995574,0.23548990820638316,11,11,0.9871794871794872,1.0,0.9446,0.9733333333333334,dataset/130/right-15.43.36.017.ply,dataset/130/left-15.43.35.978.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
132,418.0,179.0,0.6045329973762046,0.5727154711985096,0.5886242342873571,0.5880435658673844,0.5636702728315223,0.3447661347362829,1.4964799734351897,0.9972624780914987,0.7215077412452634,1.7187702193367622,-0.2970213321786377,0.2830236143030762,11,11,1.0,1.0,0.9277333333333333,0.9881333333333333,dataset/132/right-15.54.38.838.ply,dataset/132/left-15.54.38.810.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
133,531.0,198.0,0.5634810205927347,0.511785514116337,0.5376332673545359,0.6802924230795875,0.3328555847817623,0.3251938508214386,1.3383418586827882,0.6827076425150874,0.6649265434151291,1.3476341859302166,-0.22809287593792937,0.16518085287753892,11,11,0.9841269841269841,1.0,0.9527333333333333,0.9747333333333333,dataset/133/right-15.56.56.862.ply,dataset/133/left-15.56.56.855.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
134,512.0,188.0,0.5269798741575139,0.5942539006457073,0.5606168874016106,0.6125563170532964,0.37847598063024074,0.3152921522193162,1.3063244499028532,0.776086188347441,0.6516855953355614,1.4277717836830024,-0.18217969495263264,0.2649126012812054,11,11,0.9861111111111112,1.0,0.9808666666666667,0.9609333333333333,dataset/134/right-15.59.12.991.ply,dataset/134/left-15.59.12.979.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
135,413.0,177.0,0.5629051450802364,0.5121929698477826,0.5375490574640095,0.6844946051821379,0.24641500512688122,0.3364956358099528,1.267405246118972,0.5371178094663687,0.6965128608027558,1.2336306702691244,-0.2696421180804862,0.12801570219717906,11,11,1.0,1.0,0.9482,0.9678,dataset/135/right-16.01.20.679.ply,dataset/135/left-16.01.20.637.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
136,563.0,207.0,0.5699246045936753,0.5914311934462669,0.5806778990199711,0.6236142515236668,0.33688033254301936,0.36282476379070167,1.3233193478573877,0.676072661967913,0.7096763743206403,1.3857490362885534,-0.36234312187185613,0.25603855262262853,11,11,1.0,1.0,0.9027333333333334,0.9912666666666666,dataset/136/right-16.04.17.041.ply,dataset/136/left-16.04.17.055.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
137,511.0,197.0,0.5288453966833939,0.5997215838677663,0.5642834902755801,0.6513712762504218,0.30339233879510313,0.32210310640829026,1.2768667214538152,0.6522919491562913,0.6572966664459355,1.3095886156022267,-0.34443808551861577,0.18426272444301317,11,11,0.9830508474576272,1.0,0.9518,0.9788666666666667,dataset/137/right-16.06.45.941.ply,dataset/137/left-16.06.45.931.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
138,495.0,182.0,0.4832177557505553,0.5882650939571978,0.5357414248538765,0.7810212116493858,0.34250258221217,0.3905845532491755,1.514108347110731,0.7699923693324433,0.7575611364799789,1.5275535058124223,-0.22719181227835483,0.16676409759817745,11,11,1.0,1.0,0.9379333333333333,0.9749333333333333,dataset/138/right-16.13.36.508.ply,dataset/138/left-16.13.36.501.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
139,519.0,199.0,0.643996394967609,0.560720999066625,0.602358697017117,0.6960167644122432,0.24771810816420442,0.3332441505032284,1.276979023079676,0.5219625166980708,0.6863053511750752,1.208267867873146,-0.46314075781907715,0.206769829466934,11,11,1.0,1.0,0.9688,0.9756666666666667,dataset/139/right-16.15.54.999.ply,dataset/139/left-16.15.54.965.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
140,549.0,196.0,0.5743849687854371,0.5441541809546246,0.5592695748700309,0.6247853517813725,0.35674788851020683,0.3510025592621375,1.3325357995537168,0.7280799182473756,0.70027029879864,1.4283502170460156,-0.3120584591933627,0.10153764490247719,11,11,0.96875,1.0,0.9037333333333334,0.9894,dataset/140/right-16.18.35.500.ply,dataset/140/left-16.18.35.500.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
141,488.0,187.0,0.5586487759673753,0.5534277593695492,0.5560382676684623,0.5758365317230872,0.5389552074423535,0.354233917333286,1.4690256564987267,0.9529792385001985,0.7025296887130611,1.6555089272132597,-0.2349216059261685,0.17657530798315157,11,11,0.987012987012987,1.0,0.9755333333333334,0.9459333333333333,dataset/141/right-16.21.59.522.ply,dataset/141/left-16.21.59.572.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
142,526.0,195.0,0.5928576524681052,0.6154427058954616,0.6041501791817834,0.6167960777730223,0.37265596078742436,0.4203417292263473,1.409793767786794,0.7081506080851099,0.7807098917469664,1.4888604998320762,-0.43203296173175865,0.3265551907071813,11,11,0.984375,1.0,0.9431333333333334,0.9854666666666667,dataset/142/right-16.24.58.710.ply,dataset/142/left-16.24.58.714.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
144,543.0,195.0,0.5087892857340254,0.5710900145994162,0.5399396501667209,0.638528590717809,0.3819098712167541,0.3421688715567057,1.3626073334912687,0.8289997006986873,0.7025964485124043,1.5315961492110917,-0.19483431886370772,0.13723637304708247,11,11,0.9866666666666667,1.0,0.9554666666666667,0.9592666666666667,dataset/144/right-16.30.34.436.ply,dataset/144/left-16.30.34.414.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
149,520.0,195.0,0.618301615443863,0.5445592209413839,0.5814304181926234,0.6720018549875532,0.4153586298855397,0.3261266449690893,1.4134871298421823,0.8196191302918954,0.6816923950975394,1.501311525389435,-0.20749578111699862,0.31776865753652495,11,11,1.0,1.0,0.941,0.9846,dataset/149/right-16.48.55.725.ply,dataset/149/left-16.48.55.704.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
151,532.0,195.0,0.5210608916718483,0.5631668223119978,0.542113856991923,0.6062730707144814,0.3463147771438128,0.3428769737144088,1.2954648215727032,0.7004532732897049,0.6807816129366172,1.3812348862263222,-0.17078794540783282,0.2101078529591459,11,11,0.984375,1.0,0.9447333333333333,0.9691333333333333,dataset/151/right-16.53.35.537.ply,dataset/151/left-16.53.35.571.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
154,535.0,197.0,0.5725207752584458,0.515784482214816,0.544152628736631,0.6691366618746509,0.34643104896756743,0.3604710193582082,1.3760387302004264,0.6894977274755973,0.7273544957138318,1.4168522231894292,-0.16626276686435615,0.15064899875392124,11,11,0.9841269841269841,1.0,0.9460666666666666,0.9709333333333333,dataset/154/right-17.02.57.428.ply,dataset/154/left-17.02.57.406.ply,top dorsal arc + right lower-side arc + left lower-side arc,rolling 90th percentile belly boundary removes legs and udder excursions; lower arc starts at 50% back-to-belly height,three_view_top_dorsal_plus_right_left_lower_arc_v2.0,ok_experimental_proxy_not_anatomical_girth
