cow_id,ground_truth_weight_kg,pca_max_width_m,pca_max_width_axis_m,method_version,dorsal_arc_1cm_m,dorsal_chord_1cm_m,dorsal_arc_to_max_width_ratio_1cm,valid_profile_count_1cm,dorsal_arc_2cm_m,dorsal_chord_2cm_m,dorsal_arc_to_max_width_ratio_2cm,valid_profile_count_2cm,dorsal_arc_5cm_m,dorsal_chord_5cm_m,dorsal_arc_to_max_width_ratio_5cm,valid_profile_count_5cm,dorsal_arc_10cm_m,dorsal_chord_10cm_m,dorsal_arc_to_max_width_ratio_10cm,valid_profile_count_10cm,dorsal_arc_15cm_m,dorsal_chord_15cm_m,dorsal_arc_to_max_width_ratio_15cm,valid_profile_count_15cm
123,545.0,0.62268,-0.19,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.7630231838099847,0.6200000000000006,1.2253857259105554,1,0.7498480114007827,0.6150000000000005,1.2042269085256998,2,0.7384992251231783,0.6100000000000005,1.1860011966390094,5,0.744530248894199,0.6100000000000005,1.1956867875862385,10,0.7411146570197351,0.6100000000000005,1.1902014791220774,15
124,484.0,0.597323,-0.11,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.7410408512651543,0.5900000000000005,1.2406032435803647,1,0.7509870169361897,0.5950000000000005,1.2572544786257849,2,0.7442734958881653,0.5900000000000005,1.2460151306548806,5,0.7434818680050091,0.5900000000000005,1.2446898378348215,10,0.7427376623468135,0.5900000000000005,1.2434439362736969,15
125,411.0,0.602843,-0.2,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.808766459707628,0.6100000000000005,1.3415872121060175,1,0.7912704646921251,0.6000000000000005,1.3125647385672972,2,0.7786210973622089,0.6000000000000005,1.2915818834459534,5,0.7739514496502939,0.5900000000000005,1.2838358405924826,10,0.7726463599130355,0.5900000000000005,1.2816709490083413,15
126,512.0,0.605144,-0.16,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.8043214354215426,0.6100000000000005,1.329140560629441,1,0.7999145905317377,0.6050000000000005,1.3218582527989002,2,0.8043214354215426,0.6100000000000005,1.329140560629441,5,0.7986025091705986,0.6000000000000005,1.3196900393469961,10,0.7877321566555231,0.6000000000000005,1.3017267900789284,15
127,551.0,0.561619,-0.22,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.7701406017825515,0.5700000000000005,1.3712865871392377,1,0.7337931651537072,0.5500000000000005,1.3065675576390885,2,0.7679388263879952,0.5700000000000005,1.367366179541638,5,0.7537650553724333,0.5600000000000005,1.3421288371163251,10,0.7501022336447185,0.5500000000000005,1.3356069393035466,15
128,479.0,0.557056,-0.19,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.7469340616302256,0.5500000000000005,1.3408599164719985,1,0.7444845082290987,0.5500000000000005,1.3364625966313957,2,0.7343000963357276,0.5500000000000005,1.3181800327717996,5,0.7273903427210109,0.5500000000000005,1.3057759771387631,10,0.7343000963357276,0.5500000000000005,1.3181800327717996,15
129,514.0,0.631709,-0.19,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.8624953941440341,0.6300000000000006,1.3653365618410283,1,0.8607716284767006,0.6300000000000006,1.3626078280928413,2,0.8541536091964479,0.6300000000000006,1.3521314548256365,5,0.8531491238206244,0.6300000000000006,1.3505413470769363,10,0.834034771214468,0.6200000000000006,1.3202831861101678,15
130,548.0,0.584546,-0.28,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.7910251398287048,0.5900000000000005,1.353229925153375,1,0.7766230560199847,0.5850000000000005,1.328591857646763,2,0.7690625591237442,0.5800000000000005,1.3156578936879975,5,0.7567923751055611,0.5800000000000005,1.2946669297293303,10,0.761589294658627,0.5800000000000005,1.3028731608096318,15
132,418.0,0.571458,-0.11,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.7358366375243687,0.5700000000000005,1.2876478018058521,1,0.7253635179088792,0.5650000000000005,1.269320786320043,2,0.713895178415683,0.5700000000000005,1.2492522257378196,5,0.7037016847323667,0.5600000000000005,1.2314145304333244,10,0.7123632332405401,0.5600000000000005,1.2465714597407684,15
133,531.0,0.606716,-0.16,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.7798016931002483,0.6100000000000005,1.28528288869957,1,0.773747439981207,0.6050000000000005,1.2753041620481527,2,0.7693269406868414,0.6000000000000005,1.2680182172331722,5,0.7605727213545697,0.6000000000000005,1.2535893587025388,10,0.7620876677747463,0.6000000000000005,1.2560863200817949,15
134,512.0,0.552455,-0.09,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.7053809402224501,0.5500000000000005,1.2768115778162024,1,0.6955919898727017,0.5450000000000005,1.2590925774455868,2,0.7053809402224501,0.5500000000000005,1.2768115778162024,5,0.7194047808195079,0.5500000000000005,1.3021961622566687,10,0.699742017141642,0.5500000000000005,1.2666045508532675,15
135,413.0,0.622038,-0.18,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.7760288908599732,0.6200000000000006,1.2475586553554174,1,0.7685112091184829,0.6150000000000005,1.235473088651309,2,0.7829868708523714,0.6200000000000006,1.2587444349900994,5,0.7685112091184829,0.6150000000000005,1.235473088651309,10,0.7859127376108408,0.6200000000000006,1.2634481134767344,15
136,563.0,0.606731,-0.19,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.8014458919527676,0.6100000000000005,1.3209245809967969,1,0.7998898381676668,0.6100000000000005,1.3183599291410308,2,0.7829866229019202,0.6000000000000005,1.2905004407256597,5,0.787861339410475,0.6000000000000005,1.2985348357187534,10,0.7829866229019202,0.6000000000000005,1.2905004407256597,15
137,511.0,0.594052,-0.11,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.7635908212116279,0.6000000000000005,1.2853939069502802,1,0.7537488961907268,0.5950000000000005,1.268826459957591,2,0.7532594292491953,0.5900000000000005,1.2680025136674824,5,0.7354676180147314,0.5900000000000005,1.238052591380437,10,0.719317079188824,0.5800000000000005,1.2108655120912377,15
138,495.0,0.642582,-0.16,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.8056187346071741,0.6400000000000006,1.2537212909903703,1,0.8097252176144432,0.6400000000000006,1.2601118886219085,2,0.8056187346071741,0.6400000000000006,1.2537212909903703,5,0.8087969378375528,0.6400000000000006,1.2586672795651805,10,0.8048927087749002,0.6400000000000006,1.2525914338946627,15
139,519.0,0.601132,-0.1,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.784488621332724,0.5900000000000005,1.305018899896735,1,0.7965536345626022,0.5950000000000005,1.325089388957171,2,0.8017231541134169,0.6000000000000005,1.3336890302186821,5,0.799521402711216,0.6000000000000005,1.3300263547959783,10,0.8017231541134169,0.5900000000000005,1.3336890302186821,15
140,549.0,0.616085,-0.25,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.7934240677320777,0.6000000000000005,1.2878483776298364,1,0.8195292186391566,0.6100000000000005,1.3302210224874111,2,0.8037318115203518,0.6100000000000005,1.304579419269016,5,0.8105247808457434,0.6100000000000005,1.3156054454267567,10,0.8012202147889677,0.6100000000000005,1.3005027143802683,15
141,488.0,0.621017,-0.14,topview_visible_dorsal_arc_maxwidth_1cm_bins_v1.0,0.7762486436908145,0.6200000000000006,1.2499635979221413,1,0.7782449105467268,0.6200000000000006,1.2531781103363142,2,0.7769848791967278,0.6200000000000006,1.2511491298897255,5,0.7723786726501922,0.6200000000000006,1.2437319310907626,10,0.7701679718219212,0.6200000000000006,1.2401721238257908,15
