cow_id,ground_truth_weight_kg,pca_rear70_torso_analysis_eligible,pca_rear70_torso_method_version,pca_rear70_torso_recorded_on,pca_rear70_torso_start_ratio_from_rear,pca_rear70_torso_end_ratio_from_rear,pca_rear70_torso_full_length_m,pca_rear70_torso_start_x_m,pca_rear70_torso_start_y_m,pca_rear70_torso_end_x_m,pca_rear70_torso_end_y_m,pca_rear70_torso_length_m,pca_rear70_torso_projection_grid_cell_size_m,pca_rear70_torso_projection_grid_cell_count,pca_rear70_torso_projected_area_m2,pca_rear70_torso_projection_mean_height_m,pca_rear70_torso_projection_median_height_m,pca_rear70_torso_projected_volume_m3,pca_rear70_torso_projected_volume_l,pca_rear70_torso_height_definition,pca_rear70_torso_cell_height_aggregation,pca_rear70_torso_region_definition,pca_rear70_torso_status,source_top_ply,extracted_top_ply
137,511.0,TRUE,pca_rear_endpoint_to_70pct_1cm_column_sum_v1.0,2026-09-06,0.0,0.7,1.834184,-0.400321,0.123195,0.874704,-0.027754,1.283929,0.01,6783,0.6783,1.122892,1.144603,0.761657,761.657,ground_plane_z_minus_cattle_surface_z,median_height_within_each_1cm_xy_cell,PCA rear endpoint 0pct through 70pct of full PCA endpoint length,ok,dataset/137/top-16.06.45.972.ply,point_clouds/cow_137_top_cattle.ply
138,495.0,TRUE,pca_rear_endpoint_to_70pct_1cm_column_sum_v1.0,2026-09-06,0.0,0.7,1.903904,-0.759211,0.140486,0.559646,-0.051329,1.332732,0.01,7660,0.766,1.192381,1.212967,0.913364,913.364,ground_plane_z_minus_cattle_surface_z,median_height_within_each_1cm_xy_cell,PCA rear endpoint 0pct through 70pct of full PCA endpoint length,ok,dataset/138/top-16.13.36.500.ply,point_clouds/cow_138_top_cattle.ply
139,519.0,TRUE,pca_rear_endpoint_to_70pct_1cm_column_sum_v1.0,2026-09-06,0.0,0.7,1.801252,-0.473889,0.023933,0.78206,-0.08743,1.260877,0.01,6776,0.6776,1.140338,1.168493,0.772693,772.693,ground_plane_z_minus_cattle_surface_z,median_height_within_each_1cm_xy_cell,PCA rear endpoint 0pct through 70pct of full PCA endpoint length,ok,dataset/139/top-16.15.54.936.ply,point_clouds/cow_139_top_cattle.ply
140,549.0,TRUE,pca_rear_endpoint_to_70pct_1cm_column_sum_v1.0,2026-09-06,0.0,0.7,1.984732,-0.874153,0.269942,0.513233,0.19681,1.389312,0.01,7789,0.7789,1.169432,1.197964,0.91087,910.87,ground_plane_z_minus_cattle_surface_z,median_height_within_each_1cm_xy_cell,PCA rear endpoint 0pct through 70pct of full PCA endpoint length,ok,dataset/140/top-16.18.35.453.ply,point_clouds/cow_140_top_cattle.ply
141,488.0,TRUE,pca_rear_endpoint_to_70pct_1cm_column_sum_v1.0,2026-09-06,0.0,0.7,1.915336,-0.502886,-0.175024,0.837324,-0.212536,1.340735,0.01,7139,0.7139,1.129516,1.148217,0.806361,806.361,ground_plane_z_minus_cattle_surface_z,median_height_within_each_1cm_xy_cell,PCA rear endpoint 0pct through 70pct of full PCA endpoint length,ok,dataset/141/top-16.21.59.506.ply,point_clouds/cow_141_top_cattle.ply
142,526.0,TRUE,pca_rear_endpoint_to_70pct_1cm_column_sum_v1.0,2026-09-06,0.0,0.7,1.771083,-0.380802,0.101203,0.857932,0.050825,1.239758,0.01,6812,0.6812,1.112927,1.140366,0.758126,758.126,ground_plane_z_minus_cattle_surface_z,median_height_within_each_1cm_xy_cell,PCA rear endpoint 0pct through 70pct of full PCA endpoint length,ok,dataset/142/top-16.24.58.675.ply,point_clouds/cow_142_top_cattle.ply
144,543.0,TRUE,pca_rear_endpoint_to_70pct_1cm_column_sum_v1.0,2026-09-06,0.0,0.7,1.926141,-0.783815,-0.013733,0.561561,-0.102461,1.348299,0.01,7302,0.7302,1.170784,1.186553,0.854906,854.906,ground_plane_z_minus_cattle_surface_z,median_height_within_each_1cm_xy_cell,PCA rear endpoint 0pct through 70pct of full PCA endpoint length,ok,dataset/144/top-16.30.34.437.ply,point_clouds/cow_144_top_cattle.ply
149,520.0,TRUE,pca_rear_endpoint_to_70pct_1cm_column_sum_v1.0,2026-09-06,0.0,0.7,1.762894,-0.398172,0.055996,0.834815,0.106614,1.234026,0.01,6755,0.6755,1.186478,1.206416,0.801466,801.466,ground_plane_z_minus_cattle_surface_z,median_height_within_each_1cm_xy_cell,PCA rear endpoint 0pct through 70pct of full PCA endpoint length,ok,dataset/149/top-16.48.55.702.ply,point_clouds/cow_149_top_cattle.ply
151,532.0,TRUE,pca_rear_endpoint_to_70pct_1cm_column_sum_v1.0,2026-09-06,0.0,0.7,1.89997,-0.49289,-0.042534,0.837088,-0.041254,1.329979,0.01,6883,0.6883,1.164707,1.185463,0.801668,801.668,ground_plane_z_minus_cattle_surface_z,median_height_within_each_1cm_xy_cell,PCA rear endpoint 0pct through 70pct of full PCA endpoint length,ok,dataset/151/top-16.53.35.598.ply,point_clouds/cow_151_top_cattle.ply
154,535.0,TRUE,pca_rear_endpoint_to_70pct_1cm_column_sum_v1.0,2026-09-06,0.0,0.7,1.938794,-0.621678,0.07674,0.731444,-0.027826,1.357156,0.01,7290,0.729,1.169787,1.196149,0.852775,852.775,ground_plane_z_minus_cattle_surface_z,median_height_within_each_1cm_xy_cell,PCA rear endpoint 0pct through 70pct of full PCA endpoint length,ok,dataset/154/top-17.02.57.428.ply,point_clouds/cow_154_top_cattle.ply
