cow_id,ground_truth_weight_kg,pca_4548_width_01_m,pca_4548_height_01_m,pca_4548_width_02_m,pca_4548_height_02_m,pca_4548_width_03_m,pca_4548_height_03_m,pca_4548_width_04_m,pca_4548_height_04_m,pca_4548_width_05_m,pca_4548_height_05_m,pca_4548_width_06_m,pca_4548_height_06_m,pca_4548_width_07_m,pca_4548_height_07_m,pca_4548_width_08_m,pca_4548_height_08_m,pca_4548_width_09_m,pca_4548_height_09_m,pca_4548_width_10_m,pca_4548_height_10_m,pca_4548_width_11_m,pca_4548_height_11_m,pca_4548_mean_width_m,pca_4548_median_width_m,pca_4548_mean_height_m,pca_4548_median_height_m,pca_4548_status,pca_rear70_width_01_m,pca_rear70_height_01_m,pca_rear70_width_02_m,pca_rear70_height_02_m,pca_rear70_width_03_m,pca_rear70_height_03_m,pca_rear70_width_04_m,pca_rear70_height_04_m,pca_rear70_width_05_m,pca_rear70_height_05_m,pca_rear70_width_06_m,pca_rear70_height_06_m,pca_rear70_width_07_m,pca_rear70_height_07_m,pca_rear70_width_08_m,pca_rear70_height_08_m,pca_rear70_width_09_m,pca_rear70_height_09_m,pca_rear70_width_10_m,pca_rear70_height_10_m,pca_rear70_width_11_m,pca_rear70_height_11_m,pca_rear70_mean_width_m,pca_rear70_median_width_m,pca_rear70_mean_height_m,pca_rear70_median_height_m,pca_rear70_status,method_version,recorded_on
24,441.0,0.353992,1.146416,0.461938,1.148429,0.503872,1.148196,0.513943,1.148306,0.555877,1.147014,0.545556,1.142183,0.510747,1.128354,0.425947,1.119378,0.427624,1.100996,0.403024,1.091701,0.331019,1.063554,0.457594,0.461938,1.125866,1.142183,ok,0.309297,1.140253,0.432874,1.145592,0.489981,1.151239,0.499765,1.146517,0.550098,1.147593,0.55611,1.146928,0.537115,1.135595,0.479765,1.128306,0.418175,1.108807,0.403466,1.095475,0.391004,1.079477,0.460695,0.479765,1.129616,1.140253,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
25,434.0,0.393524,1.140065,0.452168,1.1453,0.447975,1.153668,0.441079,1.151695,0.510924,1.155934,0.511546,1.155761,0.497624,1.152362,0.456199,1.157626,0.399313,1.146286,0.42753,1.119827,0.327254,1.115066,0.442285,0.447975,1.144872,1.151695,ok,0.394967,1.141699,0.44529,1.145355,0.45361,1.154833,0.439861,1.149201,0.507515,1.152971,0.522885,1.155191,0.502855,1.151775,0.466788,1.156347,0.416692,1.147263,0.406429,1.128453,0.425182,1.120909,0.452916,0.44529,1.145818,1.149201,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
26,414.0,0.354074,1.132552,0.462446,1.153148,0.474718,1.164283,0.484551,1.166403,0.521597,1.17658,0.521761,1.174352,0.478289,1.171133,0.416825,1.161921,0.405826,1.142394,0.414084,1.118205,0.311221,1.092964,0.44049,0.462446,1.150358,1.161921,ok,0.305747,1.128158,0.469752,1.142117,0.483637,1.164548,0.483148,1.167301,0.508376,1.173159,0.520027,1.179903,0.50279,1.170043,0.452317,1.171084,0.405951,1.150548,0.418977,1.127301,0.373223,1.110065,0.447631,0.469752,1.153112,1.164548,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
27,400.0,0.370053,1.240103,0.449444,1.260494,0.497764,1.259484,0.481143,1.252119,0.544518,1.253083,0.548601,1.244138,0.509107,1.231703,0.468644,1.220068,0.442967,1.195309,0.467792,1.179838,0.404487,1.133816,0.47132,0.468644,1.22456,1.240103,ok,0.330141,1.238517,0.443966,1.253808,0.497108,1.259884,0.48434,1.254748,0.498015,1.250995,0.53972,1.251978,0.54604,1.238014,0.511094,1.231819,0.452838,1.212979,0.454163,1.193089,0.467781,1.177626,0.475019,0.48434,1.233041,1.238517,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
28,464.0,0.381977,1.246016,0.467232,1.249712,0.489518,1.253975,0.508619,1.229872,0.546318,1.213601,0.534364,1.206056,0.536598,1.183553,0.450955,1.152701,0.440974,1.11555,0.424615,1.142278,0.332124,1.096571,0.464845,0.467232,1.18999,1.206056,ok,0.346651,1.201785,0.433288,1.245496,0.49522,1.258748,0.506584,1.23956,0.5153,1.223165,0.560833,1.211977,0.544511,1.197418,0.514118,1.177673,0.443879,1.140133,0.445648,1.124997,0.443801,1.143961,0.477257,0.49522,1.19681,1.201785,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
39,437.0,0.369586,1.240703,0.472771,1.226208,0.513517,1.208805,0.516859,1.186352,0.57441,1.173275,0.552617,1.157119,0.489849,1.142296,0.455976,1.124379,0.447357,1.103409,0.394996,1.087672,0.321131,1.064267,0.464461,0.472771,1.155862,1.157119,ok,0.333273,1.233466,0.470085,1.235862,0.501885,1.2237,0.505493,1.19795,0.533749,1.180391,0.582105,1.173195,0.566259,1.157029,0.508554,1.144744,0.453613,1.128256,0.431487,1.109796,0.432729,1.097991,0.483566,0.501885,1.171125,1.173195,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
50,410.0,0.41526,1.119957,0.494332,1.15695,0.485887,1.184846,0.4967,1.178248,0.602695,1.176538,0.591335,1.17553,0.554868,1.173344,0.502503,1.177443,0.433137,1.166528,0.440968,1.162966,0.366267,1.164698,0.48945,0.494332,1.167004,1.173344,ok,0.417341,1.12018,0.494749,1.15695,0.487186,1.184781,0.486039,1.182565,0.585991,1.176625,0.600928,1.176823,0.54833,1.173298,0.509453,1.1742,0.425138,1.170986,0.447927,1.157437,0.393185,1.170045,0.49057,0.487186,1.167626,1.173298,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
51,431.0,0.375665,1.142545,0.450948,1.161648,0.482006,1.183819,0.49447,1.194211,0.565057,1.205093,0.570129,1.214096,0.551179,1.212469,0.485486,1.205502,0.446069,1.182761,0.451924,1.157014,0.339838,1.145648,0.473888,0.482006,1.182255,1.183819,ok,0.37539,1.141705,0.443386,1.156922,0.474436,1.185557,0.478985,1.193983,0.551665,1.205155,0.568604,1.215606,0.559372,1.210196,0.511361,1.209151,0.452158,1.194021,0.461447,1.169836,0.42512,1.154501,0.481993,0.474436,1.185149,1.193983,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
76,463.0,0.369615,1.22936,0.489608,1.213521,0.522386,1.209678,0.565489,1.204691,0.65212,1.204854,0.645069,1.202185,0.572928,1.189004,0.491024,1.18101,0.480443,1.154844,0.442629,1.141053,0.367478,1.11196,0.508981,0.491024,1.185651,1.202185,ok,0.346136,1.222281,0.465651,1.222537,0.517377,1.219251,0.53222,1.207602,0.604037,1.204564,0.661045,1.204143,0.625486,1.200618,0.579346,1.188186,0.500041,1.181452,0.472523,1.158869,0.436253,1.142933,0.521829,0.517377,1.195676,1.204143,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
82,445.0,0.367968,1.170764,0.490782,1.191546,0.507892,1.197689,0.542292,1.179462,0.579098,1.182212,0.569046,1.172534,0.513056,1.169697,0.458025,1.159903,0.439141,1.139795,0.404083,1.123813,0.333215,1.088917,0.473145,0.490782,1.161485,1.170764,ok,0.352328,1.165604,0.46254,1.189729,0.502065,1.204264,0.514847,1.18473,0.557415,1.180111,0.582288,1.179544,0.541238,1.169032,0.508103,1.169712,0.433534,1.157924,0.445461,1.139642,0.389718,1.127198,0.480867,0.502065,1.169772,1.169712,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
87,451.0,0.341157,1.181364,0.456504,1.18253,0.501681,1.193893,0.528485,1.188974,0.583685,1.193789,0.565225,1.190204,0.524184,1.186869,0.458134,1.18578,0.429132,1.171831,0.423589,1.158276,0.365522,1.141794,0.470663,0.458134,1.179573,1.18578,ok,0.303751,1.174141,0.444751,1.183273,0.490288,1.195806,0.501919,1.190886,0.539242,1.192634,0.58065,1.192769,0.546222,1.187284,0.504565,1.188813,0.428066,1.178581,0.436049,1.163179,0.42684,1.154992,0.47294,0.490288,1.182032,1.187284,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
97,462.0,0.333763,1.077593,0.474004,1.048592,0.499878,1.033105,0.529096,1.026552,0.575752,1.028361,0.566975,1.023134,0.519297,1.0271,0.434758,1.030349,0.39425,1.020057,0.377035,1.005094,0.301113,0.977427,0.455084,0.474004,1.027033,1.0271,ok,0.306125,1.076277,0.452554,1.055305,0.490032,1.039605,0.512549,1.027272,0.567092,1.027738,0.580472,1.025956,0.553759,1.021542,0.47898,1.033164,0.418493,1.026672,0.394637,1.016381,0.374675,0.999562,0.466306,0.47898,1.03177,1.027272,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
98,346.0,0.328821,1.135343,0.419071,1.129922,0.462552,1.120773,0.526225,1.11533,0.585696,1.115924,0.58221,1.105432,0.489992,1.112346,0.399957,1.099792,0.403576,1.089979,0.435699,1.071545,0.331914,1.034474,0.451428,0.435699,1.102806,1.112346,ok,0.308278,1.134688,0.411056,1.130947,0.463635,1.128171,0.505429,1.11661,0.547101,1.116191,0.586738,1.111498,0.554712,1.10679,0.465541,1.113086,0.409744,1.100696,0.397485,1.085945,0.441889,1.074903,0.462874,0.463635,1.110866,1.113086,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
99,407.0,0.338866,1.203034,0.445278,1.19715,0.486524,1.197211,0.505358,1.184479,0.542411,1.17591,0.545244,1.171691,0.491761,1.158791,0.43394,1.13855,0.3985,1.115175,0.387116,1.098267,0.32052,1.072113,0.445047,0.445278,1.15567,1.171691,ok,0.28075,1.204356,0.422383,1.194417,0.467763,1.205532,0.49795,1.190654,0.527529,1.179894,0.53651,1.17393,0.506296,1.162169,0.466869,1.152372,0.388113,1.123178,0.388082,1.102279,0.344961,1.085383,0.438837,0.466869,1.161288,1.17393,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
100,366.0,0.351,1.151734,0.4513,1.137295,0.498362,1.132536,0.498487,1.121894,0.542877,1.114939,0.529614,1.11644,0.490204,1.103965,0.396766,1.092074,0.383131,1.068052,0.390389,1.066151,0.329674,1.031195,0.441982,0.4513,1.103298,1.114939,ok,0.303821,1.152021,0.425828,1.139059,0.497936,1.135877,0.493275,1.125398,0.538168,1.120224,0.536693,1.116967,0.50658,1.110642,0.431537,1.098109,0.368169,1.080281,0.395795,1.06511,0.370729,1.062856,0.442594,0.431537,1.109686,1.116967,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
102,378.0,0.350213,1.149658,0.438934,1.156234,0.458777,1.154608,0.51397,1.145482,0.551858,1.145682,0.568054,1.139749,0.540036,1.127409,0.478903,1.116931,0.442858,1.104094,0.394485,1.082015,0.371652,1.050761,0.464522,0.458777,1.124784,1.139749,ok,0.298735,1.146221,0.421424,1.157088,0.447764,1.156674,0.501583,1.146911,0.530764,1.143727,0.567683,1.142059,0.542414,1.127418,0.463384,1.11995,0.43913,1.105234,0.400938,1.083933,0.362881,1.050645,0.452427,0.447764,1.125442,1.142059,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
103,382.0,0.369721,1.168114,0.449452,1.18528,0.483391,1.198984,0.473883,1.190904,0.547566,1.191968,0.566824,1.18378,0.517598,1.179076,0.439094,1.175626,0.409998,1.164482,0.414889,1.155029,0.364198,1.134198,0.457874,0.449452,1.175222,1.179076,ok,0.325392,1.157487,0.437363,1.176553,0.478352,1.195466,0.460059,1.192253,0.530176,1.189819,0.555306,1.18918,0.544869,1.180324,0.474109,1.179372,0.400912,1.168674,0.42334,1.158319,0.395024,1.142722,0.456809,0.460059,1.17547,1.179372,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
104,408.0,0.346259,1.040596,0.431585,1.043016,0.464992,1.048169,0.502781,1.042514,0.581523,1.035071,0.55917,1.030566,0.500513,1.026559,0.432238,1.021263,0.378788,1.00758,0.377738,1.000699,0.290929,0.992589,0.44241,0.432238,1.026238,1.030566,ok,0.284383,1.009729,0.402222,1.046847,0.451148,1.050852,0.47392,1.043108,0.536538,1.034862,0.572755,1.038002,0.533233,1.024776,0.483406,1.020243,0.410533,1.016772,0.364085,1.004681,0.361019,1.002566,0.443022,0.451148,1.026585,1.024776,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
105,323.0,0.289395,0.984907,0.394927,1.013793,0.417583,1.027986,0.451778,1.030106,0.481843,1.039245,0.45586,1.052219,0.450095,1.070725,0.407116,1.075299,0.38617,1.065973,0.342885,1.050299,0.278081,1.017845,0.395976,0.407116,1.038945,1.039245,ok,0.268675,0.958525,0.371328,1.007247,0.406938,1.029273,0.450381,1.024039,0.494437,1.036567,0.465402,1.049327,0.446737,1.061816,0.427739,1.077241,0.401629,1.073061,0.371171,1.058033,0.302316,1.034969,0.400614,0.406938,1.037282,1.036567,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
107,409.0,0.363972,1.113551,0.431753,1.103252,0.447009,1.090343,0.503886,1.073197,0.565329,1.063984,0.554124,1.057622,0.499435,1.043618,0.435136,1.02561,0.404175,1.007582,0.369968,0.99165,0.331208,0.987807,0.446,0.435136,1.050747,1.057622,ok,0.254056,1.085514,0.407421,1.108008,0.456433,1.10065,0.481148,1.078533,0.538023,1.068136,0.570263,1.063446,0.524601,1.049169,0.45695,1.030145,0.399247,1.016499,0.383843,0.9942,0.346418,0.990223,0.438037,0.456433,1.053139,1.063446,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
110,417.0,0.308013,1.006328,0.377415,1.043527,0.401362,1.05537,0.47096,1.047848,0.506066,1.043351,0.506802,1.029046,0.449472,1.012568,0.377317,0.997593,0.333131,0.970807,0.317779,0.969851,0.292678,0.949354,0.394636,0.377415,1.011422,1.012568,ok,0.207115,0.97678,0.347282,1.028798,0.387327,1.052339,0.439331,1.052476,0.491543,1.045265,0.511686,1.035196,0.457231,1.014493,0.403588,0.99811,0.324561,0.973004,0.317169,0.969287,0.295666,0.948733,0.380227,0.387327,1.008589,1.014493,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
111,243.0,0.396471,1.174683,0.446915,1.185452,0.465519,1.184753,0.457412,1.16798,0.554755,1.170023,0.587392,1.175824,0.548107,1.16935,0.484152,1.162627,0.412525,1.155874,0.408583,1.155671,0.337161,1.142,0.463545,0.457412,1.167658,1.16935,ok,0.40218,1.176835,0.447639,1.18644,0.469928,1.184194,0.462818,1.167933,0.556586,1.168465,0.592109,1.175067,0.560178,1.170986,0.496189,1.165366,0.406037,1.156606,0.398593,1.156733,0.36367,1.146303,0.468721,0.462818,1.16863,1.168465,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
112,399.0,0.382267,1.227394,0.477947,1.229807,0.503534,1.220164,0.538902,1.21879,0.605809,1.217534,0.557654,1.211322,0.468213,1.218289,0.460691,1.204208,0.479875,1.185217,0.374245,1.147137,0.294228,1.101911,0.467579,0.477947,1.198343,1.217534,ok,0.333549,1.227805,0.472472,1.230518,0.50635,1.225015,0.499859,1.220515,0.55914,1.217277,0.600475,1.217658,0.56671,1.209076,0.497462,1.218392,0.44002,1.210125,0.501074,1.194621,0.443856,1.17847,0.492815,0.499859,1.213588,1.217658,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
114,605.0,0.357345,1.234113,0.477538,1.230425,0.504462,1.237462,0.530467,1.223769,0.556592,1.224534,0.580509,1.219355,0.524779,1.202874,0.464934,1.18859,0.465041,1.16589,0.469964,1.148476,0.366732,1.119334,0.481669,0.477538,1.199529,1.219355,ok,0.337208,1.231009,0.463432,1.22734,0.513509,1.238924,0.528244,1.224439,0.549539,1.223325,0.574396,1.222118,0.553209,1.211943,0.506812,1.197913,0.480328,1.176498,0.481922,1.160658,0.44019,1.145147,0.493526,0.506812,1.205392,1.222118,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
117,399.0,0.392608,1.182976,0.458733,1.216676,0.505345,1.223947,0.518802,1.223852,0.57554,1.221651,0.590009,1.21414,0.519355,1.205153,0.460472,1.201426,0.429631,1.19029,0.455639,1.175241,0.421897,1.145463,0.484366,0.460472,1.200074,1.205153,ok,0.393275,1.182293,0.424504,1.217908,0.496994,1.225487,0.501145,1.223083,0.563184,1.224073,0.593785,1.220348,0.549308,1.206495,0.487046,1.204188,0.432949,1.194898,0.443831,1.182167,0.437513,1.163134,0.483958,0.487046,1.204007,1.206495,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
119,495.0,0.372982,1.187504,0.45674,1.209605,0.485196,1.222673,0.519518,1.216988,0.563076,1.222189,0.584646,1.220842,0.544133,1.224598,0.475994,1.227846,0.463346,1.220055,0.440839,1.205427,0.342207,1.180971,0.477152,0.475994,1.212609,1.220055,ok,0.373031,1.187195,0.465035,1.202779,0.500059,1.223099,0.50318,1.216481,0.554986,1.221866,0.583701,1.220704,0.559838,1.217586,0.509603,1.232489,0.44772,1.222554,0.463633,1.214406,0.406058,1.197556,0.487895,0.500059,1.214247,1.217586,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
120,493.0,0.385405,1.220619,0.482361,1.221614,0.530486,1.230947,0.560663,1.22223,0.611609,1.219044,0.617742,1.21051,0.546324,1.203807,0.486892,1.204482,0.445866,1.198871,0.469341,1.190676,0.375965,1.166889,0.501151,0.486892,1.208154,1.21051,ok,0.377356,1.213753,0.467115,1.220788,0.514852,1.232011,0.538229,1.222679,0.593093,1.222242,0.613066,1.216865,0.598061,1.206145,0.554737,1.206909,0.46213,1.201385,0.461333,1.197095,0.476916,1.190604,0.514263,0.514852,1.211862,1.213753,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
122,486.0,0.382567,1.204684,0.50097,1.249795,0.521776,1.258947,0.502253,1.241402,0.586682,1.237205,0.586547,1.221041,0.536527,1.220149,0.468582,1.208609,0.475485,1.208906,0.450903,1.197031,0.333542,1.192888,0.485985,0.50097,1.221878,1.220149,ok,0.421122,1.212873,0.501993,1.248382,0.518868,1.261832,0.511131,1.247069,0.554407,1.239954,0.6076,1.228922,0.580917,1.220318,0.524103,1.21722,0.475422,1.208609,0.49971,1.210449,0.469493,1.202096,0.514979,0.511131,1.227066,1.220318,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
123,545.0,0.347599,1.267961,0.487479,1.241138,0.502455,1.231638,0.502729,1.187246,0.600518,1.15271,0.612424,1.11925,0.560049,1.10472,0.484725,1.093461,0.424862,1.109503,0.518688,1.106963,0.413204,1.079203,0.495885,0.502455,1.153981,1.11925,ok,0.3292,1.265041,0.487569,1.248868,0.497665,1.247509,0.499214,1.206018,0.550449,1.167512,0.620232,1.13738,0.608596,1.111332,0.516743,1.10012,0.465108,1.094637,0.43243,1.120286,0.513789,1.106809,0.501909,0.499214,1.164137,1.13738,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
124,484.0,0.385561,1.258085,0.491764,1.251179,0.524349,1.248172,0.49946,1.2236,0.568806,1.215998,0.592225,1.208182,0.552859,1.201333,0.495691,1.202163,0.471635,1.194703,0.466561,1.173628,0.349757,1.120241,0.490788,0.495691,1.208844,1.208182,ok,0.387205,1.25557,0.488488,1.253145,0.511083,1.250344,0.511835,1.229528,0.544155,1.217589,0.591857,1.214996,0.603095,1.201997,0.539324,1.205367,0.491772,1.198223,0.478538,1.190767,0.429441,1.165439,0.506981,0.511083,1.216633,1.214996,ok,two_pca_torso_definitions_11_stations_width_height_v1.0,2026-09-06
